userRating,reviewText
5.0,Using this on my Samsung Galaxy S4. It work well and ha good read/write speeds. Very pleased with this card.
5.0,"Before putting it into my phone I formatted and moved all the data over to it from my 16GB microSD. Popped it into my phone and ha been in there for the last 4 month with no problems. Picked it up for about 27 bucks, very good deal."
5.0,It work just fine and I'm thinking of getting a 64GB for my tablet later on. I don't have too much more to say except buy!
5.0,Got this to replace my old class 4 micro sd card in my new phone. Plenty of space and very fast.
5.0,Use this with my GoPro Hero 3 HD to record high definition sport video and this chip doe it very well. I would definitely recommend it
5.0,"I bought this for my new camera, and the price is incredible. I am a big fan of SanDisk when it come to memory cards, so of course, I bought one for my camera, but wa unsure about it fitting in my new camera (Samsung wb30f). Turns out, it fits, and the storage capacity is incredible. I am a picture lover, so whenever I am able to take pictures, I do. This gave me over 4,000 picture (maybe even more, I can't remember). Great price, great storage capacity... can't go wrong"
3.0,Great card but have had some issue with my GoPro 3 with this one. Maybe a firmware update will help my situation.
5.0,"I picked this up a a deal of the day. No issue at all. Put it in my phone, and then connected the phone (Galaxy S4) to the computer and dropped music and picture in the folder and everything wa quick and easy!"
5.0,Works just fine for the Go-Pro I bought a few month ago. It's work just great for what it's made for.
5.0,"No issues, plug and play.I have not run benchmarks, but I do store all of my camera and video data to the card. This includes a lot of high definition Daily Roads dashboard cam footage. There's no issue caching all of the temp video files, or storing the one I opt to save due to the apparently speed and capacity of this card.The only con is the fact I waited so long to buy one. :)"
5.0,If you're getting this card it mean you're 1337 like me. Or at least you aspire...Carry on young diamond...carry on.
5.0,Can't beat the price on this one. 64GB and SD card reader. I use this is in my go Pro 3+ work fantastic.
5.0,"Arrived DOA but Amazon sent me another one right away and it is perfect. I use it with my GoPro HERO 3 and it is a must if shooting 1440 or better video in order to keep up.Do you need 64gb? Maybe, maybe not but you do need Class 10 so buy it and never look back!"
4.0,Not sure what the point is of reviewing a stanard 32G memory card. Purchased for a tablet and work fine.
5.0,"I am continually amazed by the fact that this tiny bit of almost nothing can be so powerful. However, I caution anyone buying these Micro Cards for their GoPro that they are extremely easy to lose, but I highly recommend them."
5.0,True to it name! Sandisk is the best! I am only using this for my smartphone so I guess it's overkill! Many said this type of micro SD card is meant for DSLR's. I'm going for quality and something that would last a long time. That's why I went for this. Highly recommended!
5.0,I have used this product with my Samsung Galaxy S3 and my Sony Xperia Z1 and it performs without fail. This added much need memory for my phone to take picture and video. I would recommend to all Android phone owners.
5.0,Added lot of storage space to my new Nokia Lumia 1520. Very nice! The package got here very quickly and I wa able to install it easily. The phone recognized it immediately. I did turn off the phone before inserting the SD. It came with an adapter that I didn't need to convert it from Micro SD.
5.0,it is amazing how much storage they can fit into such a small form factorremember 1.5 mb floppy disk ?heck this thing is soooo small you might lose itits like pinky nail size smalland hold 64 GB ! awesome
1.0,"NOT GOOD REPEATEDLY SELF EJECTS FROM NEW GALAXY S4 RETURNED FOR EXCHANGE OR REFUND....BOUGHT TWO ONE WORKS WELL BUT ONE DOESN'T I GUESS IS DEFECTIVE....I HAVE TWO GAL S4,..IS WHY I BOUGHT 2..."
5.0,SanDisk is a great brand and it ha failed. I have purchased several of these so I think it wa just bad luck. I am sure Amazon will replace it.
5.0,San disk ha always been a good brand for me. It worked very well for my samsung galaxy phone and tablets.
4.0,"I used this to replace the existing Transcend MicroSDHC card in my phone. I find that only a few piece of my equipment can access it - apparently some older firmware device do not recognize 64 GB SD. One trick I found - I wa able to format this in my tablet, then move it into my phone. Initially, my phone reported it a a corrupt SD. Other than that, I have had no issue with it - it is reliable and stable, but not lightning fast. It took me over two hour to copy my photo and music onto it."
5.0,"Big fan of SanDisk and even more so a the price of flash decreases. Can't compare to other brand a never ha a reason to switch, Minor price variation do not compel to do so and performance/quality ha never been in issue in many year of suing brand."
5.0,Seems to work just fine. I have loaded it up about 1/3 full and deleted the file and nothing unexpected ha happened.
5.0,"I have a dashcam. It didn't come with a memory card so I got this.This card ha been working well in a fairly demanding capacity. That's because like the way most driver use dashcams, I've got mine set to 10 minute loops. That mean new data is being written over and over again on this card. So far the card hasn't quit on me and I'm pleased."
5.0,the phone that memory resides play video and medium fast. Sandisk always make excellent product and for memory it is leader.
4.0,I would recommend this memory card to anyone. It work well with my tablet. I have no problem with it.
5.0,"Works like it's suppose to, quick and efficient, stable and reasonably priced. So far so good, put it in the camera and go."
5.0,"If you carry two of these, one in your camera and one in the camera case pocket (don't lose it), you will never run out of memory. Enough capacity at ~4MB/image to shoot and shoot and shoot. Download at the end of the day if you want, but you have thousand of picture on one of these. Couple with battery (see WASABI review) and you can just never stop shooting."
5.0,"This is very good memory for GoPro. Went with 32GB because my brother, who ha two GoPro cameras, said he never filled up his 32 so why go for 64? Anyway, this is versatile enough to go in phone or camera, I ordered two more."
5.0,I am giving this item a five star rating because it work well and can be used in a micro or standard format.
5.0,"Just what I am expecting for this brand, I installed it in my tablet the moment it arrives and it work perfectly."
2.0,"I wa given this card in October to add to my new Samsung Galaxy S3. I wa thrilled I copied a ton of music onto the card and used my phone a my mobile Ipod substitute, leaving my Ipod Classic on my desktop in it speaker system cradle.Everything worked fine until a couple of week ago. I started getting message that seemed to say that I had removed and inserted the memory card. Of course, I hadn't touched it. Then a few day ago the phone told me that the card contained unsupported file and that I needed to reformat it. Well, I tried reformatting. After that, nothing. Nothing at all. I pulled the memory card, reset the phone. Reinserted the card. Nothing. I tried the card in the adapter on 3 computers. It wasn't even visible.I called Sandisk tech support. It didn't take terribly long to convince them that I had a problem. But they quickly offered me two 16 gb card a a replacement. I literally laughed at them. I got the disturbing sense that this is something that they are required to try. If so, that's a lousy business practice. After bouncing me around a few time, they agreed to send me an RMA and a shipping label. I duly sent the card off a couple of day ago. To be frank, I have no idea at all when I might receive a replacement.If I weren't already in the grip of Sandisk, I would buy another card. The fact that 10% of the comment here are negative is an indication of a real quality control problem. A 10% fail rate is simply unacceptable for a product such a this.Update: Well, I do have to give Sandisk credit for customer support. I returned the card using the supplied UPS label on a Tuesday and I received a replacement by UPS on the following Monday. That's very good service. It does, however, increase my suspicion about the offer of two 16 gb because the 32 gb card were ""out of stock."" If they were out of stock, they sure got ""in stock"" in a big hurry. In any event, I've upped my rating to two stars."
5.0,"I bought this for my grandson to work with his new tablet. He's very happy with it, so much so that I'm sure that he prefers tablet to laptops. It give him all the function that he needs. This Memory Card ensures that he can keep his data and move it to the next tablet, whenever it needed."
5.0,"I got this for both my phone and camera. Can't decide what to use it in first, LOL depends on what I feel like carrying with me..."
5.0,"I wa afraid to buy it for so many comment saying it doesn&#8217;t work with hero3 at high resolution video, but it wa not my case."
5.0,I mean it's a 64gb memory card. The price wa right (caught a sale) and it a big ole memory card. I like SanDisk and haven't had any trouble!
5.0,Love it. It work great and is fairly cheap compared to other 64gb SD card without sacrificing quality. SanDisk ha always made great products.
5.0,Gave my galaxy S4 plenty of memory and at a good price. I had a problem with my first one but Amazon sent me a replacement next day which worked perfectly. I would recommend this to anybody.
5.0,Bought a digital recorder with a memory card slot. This card worked perfectly. No problem and my file have a newhome. Definitely worth the price and met expectation for data storage.
5.0,"Not much to say, it a memory card but it work great in my Go Pro Hero 3 Silver Edition. Using 960x60, this card gave me 8.5 hr of video recording time. Definitely a good buy"
5.0,"32 gig MicroSD card that cost le than a dollar per gig and is Class 10! And even more importantly, it test at class 10 and operates at class 10, which is saying a lot compared to a lot of other &#34;Class 10&#34; cards."
5.0,I'm a nerd and a hoarder. I waited a year for more memory than 64gb. I wanted to carry my extensive digital comic collection on my tablet. No longer waiting. Happy nerd.
5.0,Great price! work flawless with my note 3. I love it!!! So glad I purchased this memory card. A must have to expand your memory on your phone.
5.0,"Called GoPro - they recommended this specific card. They said the 64GB card have been causing problems. You can run your GoPro Hero3 with 2x Batteries attached to it, and you still won't fill up this card (even on HD Video).I went on a 2 week surf voyage across Hawaii and 2 of these badboys documented my whole trip!"
3.0,"Gets the job done for my GoPro so that's good. I just never liked how small the actual card is due to it nature of it might just get lost...then that's game over. The price wa amazing, so I got two for the price of half of one."
5.0,"This card hold everything I can think to out on it. I have barely filled it up. It work fast, there is no lag when accessing it. The card let's you take HD video straight onto it."
5.0,"I wa able to plug it in, use the format utility and it worked just fine (this is on the galaxy s3). Now every ounce of my ripped CD's are on my phone with 32gb to spare. Not much else to say."
5.0,I own both 64 and 32GB card for use in my phone a well a GoPRO cameras. They have been reliable and worked well right out of the box with no problems. No complaint at all.
5.0,"I own a couple of these and I've tested them on several devices. I use these card mainly for my mobile devices. The 64 gb ha performed well on my galaxy note 2 and galaxy note 3. I've tested the transfer rate and they are within the prescribed range. These are not the fastest class 10 cards, but they are sufficient for storing pictures, movies, and songs. I'm able to play song and movie off of the card without any delay at all."
5.0,"I had purchased a cheaper cellphone, and the great price on this item made it the perfect accessory/alternative to buying a much more expensive phone.Class 10 speed mean that I don't have to worry about any lag in accessing my files. I have had no issue what so ever with having to format the card. It worked perfectly with my phone (Samsung Axiom) right out of the box."
5.0,"I use this with my Samsung Galaxy Tab 3 10.1, and it ha worked seamlessly. I use it to store movie to watch while travelling, and haven't had an issue yet. The transfer speed is great and Playing movie from the card ha not been a problem."
5.0,Installed it to my Galaxy S4. Works great!I want more.. waiting for price to go down.. and I wish 128GB come out soon so I can buy it
5.0,Purchased this along with the Nifty Minidrive for use a my Time Machine backup my Macbook Air 13&#34;. Perfect expansion!
5.0,"This card is pretty cheap for how tiny (physically) and large (digitally) it is - at least in mid 2014. I got it to extend the storage capacity of my Surface Pro 3, and it ha done just that. I can store file on it so that I don't have to take up precious space that can be dedicated towards program since the Surface Pro 3 ha a full Windows 8 on it. It also double a a storage device for my GoPro Hero 3 Black, but I have a faster card for it to prevent the freezing issue. The size of this micro SD card just doe a great job in storing data like videos, photos, and music. It fit in most device that are moving to Micro SDXC, such a phones, tablets, and my beloved Surface Pro 3. I highly recommend this card if you just need to extend the storage of your device. Reconsider a faster card if you want to record video straight to it, like with a GoPro."
1.0,"I bought this to be able to load more music into my Verizon LG Android phone. I spent hour adding music to the card. Then, I put it into my Android phone. The phone did not read anything on the memory card. The other memory cards, 8GB and 32GB worked fine, so it must be a flaw in this memory card. Also, this memory card got stuck in my Android phone's slot. I had to use a utility knife with a very, very thin blade to pull out this card."
4.0,There are thing that I would like to say about the sand disk ultra.It is the best dang SD card I've ever used. All right so let's be honest I just put this in my phone so that I would have extra storage for photo and videosHowever it is really good because it just sits in my phone and I don't have to do anything about it.Seriously I can access everything by Just connecting my phone to USB so it is essentially like the phone ha another hard drive.
5.0,"I love this memory card!! I upgraded the memory on my phone from a 2gb stock card to this and, not only are the transfer rate from card to phone and back WAY faster, but the capacity is great!! I've now replaced my iPod with this because I can have all of my music on my phone a well a any game and I don't have to use iTunes to interface, just drag and drop. Oh, and it's waterproof. Like my phone. Just saying."
5.0,"This brand ha proven to be reliable and easy to work with. It is versatile for use in my Android device a well a cameras. Nothing is permanent and I try to have a back up of my files, but it ha served me well for a couple of years."
5.0,Ordered this one because my 2GB finally wasn't enough storage and I thought I could use the extra GB for future use. SD card is legit and doe very well! Definitely recommended.
4.0,"Good quality product for the price, I bought it for my go pro and I haven't had any issue yet."
5.0,"I couldn't find this cheaper anywhere else, for the price you simply can't get anything better. Write VERY fast, and ha plenty of storage. Using this in my BlackBerry Q-10.Very recommended!"
5.0,The 32 gig San Disk memory card went into a tablet given a a Christmas gift.No problem and fast performance.I loaded all the music and some video that wa stored in a laptop.I still have 12 gig left.Very happy with the memory unit.
2.0,Tried this with it adapter on DSLR Camera and got some error at time while trying to save data to card. It is ok for other us like computer external data.
4.0,"I bought this for my Android device and it work great!It even come with a converter so if I'd like to use it for image or movie I could!I'd highly recommend this product to anyone needing memory for their Phone, Android Player, Camera or anything that us SD and /or Micro SD!"
5.0,Moved my music library for phone/car use.Easy to set up and reliable.The driver didn't like my older laptop so I had to work around it - any teen can tell you how to do so with only a slight roll of the eyes.
5.0,"I'm not a techie, so I can't do all those great experiment to determine whether or not the transfer speed is a advertised. All I know is, the card work just fine in my Galaxy S3. So far, it ha worked great, and seems to be pretty speedy.I have San Disk card in quite a few of my tech toys, and they've always performed well. I am confident that this one will do the same."
5.0,"heard wonky report on using a 64gig card in the S3, i have no experience or background in knowing that personally, so i did the safe thing and went with the 32 gig. I would like to get up to 64 but 5 star rating for this product."
5.0,"Got this to plug into a 1/2 adapter for the Raspberry Pi. I had to play with the Pi case a bit, but it all fit nicely without the full size sd card sticking out."
5.0,I bought this memory for my Samsung Tab 2 8.0. So far it work quite well. I wish my Samsung would recognize the 64 GB.
1.0,"There's a lot of counterfeit on these, and I apparently picked up a bum card from MemoryWhiz. My device show me there's a 32gb of space there; it just is impossible to gain access to it. Rather, the /sdcard folder is found on my device's internal memory (the memory that came with the device). I even downloaded some apps that were supposed to read and write from my SDCard, but they work even when I unmount the card and remove it. So check out these card thoroughly when you buy them and make sure they're what they say they are. Naturally, SanDisk isn't going to stand by a counterfeit."
5.0,"SOOOO pleased with this little dude. I actually bought 2 of these - a 32GB and a 16GB for 2 MEEPS that are Christmas gifts, which, BTW, is about the coolest little tablet for little kid a it doe it all - books, movies, games, internet, etc - all parentally controlled via cloud!!! The MEEP ha adaquate memory to a degree like all other handheld devices, however, if you want to store a lot games/movies/books on the MEEP you need an extra memory card and this is THE card to buy. This 32GB wa bought to go into a MEEP for the 4 year old and I don't know if she needed a Class 10, but for the low price of this SanDisk, why not? I highly recommend this little card and the MEEP it went in - both are absolutely worth every penny."
5.0,Bought it for my Galaxy S5. Dumped 32g of music on it and so far so good. It's nice to have plenty of storage.
5.0,"Works great in the Samsung Galaxy S3 phone. I purchased one for my phone and one for my son's phone and they both work great! We've had no problem with either card. My son love that he wa able to put his whole music library, several translator apps and bible versions, along with several movie on his phone to take with him on a mission trip to Peru and still had room to store thousand of photo he took while there. Being able to use a card like this is one of the main reason I switched from an iPhone to an S3. Love it!"
5.0,This doe exactly what you would expect from a 32GB MicroSD memory card. Plenty of storage and fast access time make this a solid purchase.
3.0,"Formatted card with SDFormatter 3.1PC used to test this card Sony vaio C2D sz645 + vaio memory card adapter VGP-MCA20A.h2testw 1.4 test results:Test finished without errors.Writing speed: 6.94 MByte/sReading speed: 12.5 MByte/sH2testw v1.4Android phone Samsung Exhibit 2SDTools test result:9.3MB/s write21.3MB/s readAlso tested write speed with an older model Sandisk usb 2.0 sd card reader and cheap generic unbranded reader, get about same results. I don't have any device that can handle UHS-1 ""ultra"" speed of this card. Seems like a class 6 card or none of my gadget can handle 10MB/s write speed or it's a class 6 card sold a class 10."
5.0,Got this to use with the GoPro Hero 3 motion camera - fit and work just fine. Big enough to film several flight and not run out of space.
5.0,I purchased this to expand the storage space of my Samsung Galaxy S3 and I love it! It's fast and offer lot of storage space. I use it to store several full length HD movie on my phone which I view when travelling. In addition I have ton of music on it too.
2.0,"I wa working with a three of these card using the included adapter, and thought they were slower than they should be. I just bought a full size Sandisk Ultra 16GB class 10 (all the same spec except size theoretically) for a different project, and it writes over twice a fast on the same computer! The write speed on this card is between 7 and 10 MB/s, the read seems to be 35MB/s, compared to the full size card with write speed of 22 to 25MB/s and a read speed of 42MB/s (this is from an imaging program, not a benchmark program, so it's not checking different size of transfer and the like). Compare that with a Transcend 4 GB Class 4 card, the write speed is nearly identical (7 to 9MB/s), while the read speed on the class four is 12 to 13MB/s, significantly slower, a expected.The read speed is good, but the write speed is abysmal! If it say ""Class 10"", it should be somewhat close to the Class 10 spec.I'm returning them."
5.0,"Works great, another awesome Amazon purchase! I use it in my Samsung Galaxy S 3."
5.0,"I've never had an issue with sandisk memory cards, and likewise. Great price for what you're getting, memory is getting cheaper, and speed isn't a huge issue for me for smartphone use, so this wa ideal. Can never go wrong with sandisk."
5.0,"This card ha worked flawlessly so far. I use it in my Garmin Montana 600 and it allows me to load all my USGS 1:24,000 quad (US - SW, W, S Central, N Central and inland lakes) I wa at first concerned that the 600 would not take 32 gb micro SD but no problem."
5.0,It wa good until I lost it in the house. I think they should put a big as light on it so I won't loose it.
5.0,"This is a fast card that I trust more than the off-brands not to die. Sandisk ha also lowered their price to be more in line with the competition. All in all, this is a great card at a good price."
5.0,"I've now bought 5 of these card I like them so well. I take a lot of picture in RAW, often time filling one of the 64GB card up in a day or less. They are fast and very handy due to the small size."
5.0,"This wa a good deal for my wife's new Samsung galaxy III,..fit right in(I did remove the battery first,..and so far have had no issue with the chip.....does what it's supposed to."
5.0,"I use this memory card in a Lenovo ThinkPad Twist. It us a PCIe Realtek memory card reader, which I fine tuned by bypassing Lenovo's driver and use the latest reference one from Realtek directly.In short, I care about bottleneck that thing like a USB card reader adds.I run apps and thousand of file from this card, streaming atop Bitlocker To Go in Windows 8. Already I've poured multiple of the 32 GB capacity in read and writes to this fingernail-sized drive, and it ha kept going.An unbelievable deal, a I'm normally pretty cheap on these things... but I'm glad I wa able to get the best for cheap... for once."
5.0,"This card ha performed flawlessly so far. No read or write errors, or speed problems. Not much more to say, but I had to fill up the Amazon word count."
5.0,"This ha really just been used to store some extra file and pas between computers. It came with the converter to change it to a standard SD card. No issue with either. It always amazes me how so much data can be stored in such a small space. Anyway, it will get more use in the next month. I'm planning on upgrading phone and will knock it down a star if it seems to slow to record video to. So if you just see 5 stars, it mean I am lazy and the disk is still good."
5.0,This item arrive on time. Upon receiving it I put it in an electronic device and it store stuff you need to store. Nice color too.
5.0,"I purchased this to put into my Samsung Galaxy Blaze, mainly to store music. I previously owned an Adata 32GB card which died after a couple weeks.The most annoying thing about large storage is copying file to it, especially when the card is slow. A class 4 would take well over 2 hour to fill up, while this one take just a bit over 45 minutes.Using the Antutu benchmark suite, this card clocked in at 11.1MB/s write and 21.7MB/s read.I didn't have to format it or anything, just popped it out of the packaging and threw it right into the sd slot of my phone."
5.0,The microsd is faster that most and is very reliable. I can now hold all my music on my phone. The warranty is also decent on this card. I would recommend it to anyone especially at this great price.
5.0,Pros:Maximum external storage for my SGS3.Plenty of space on my phone now to store music and pictures.Fast data transfer.Cons:none.Other:Shipped super fast (think i actually got it next day) packaged well.
5.0,I've never had a problem with SanDisk products. Just make sure your camera or device can actually use 32GB -- some are limited to 16GB.
5.0,I wa using a basic memory card in my Samsung Note 3 and when I took a picture it took forever for the phone to put it in the memory card and get ready for a new picture. Once I installed this Sandisk the transfer wa almost non-existent. What a difference. Worth the few extra bucks.
5.0,"Git this for my daughter samsung Galaxy S3. It ha been working great in her phone, fast with no problem"
5.0,"I haven't done much to speed test this device, but it doe everything I ask it to and the price wa right."
1.0,"I would not recommend this card if your looking for REAL class 10 write speeds. The most I could get is 9mb/s from this card but for the most part it wa about 7-8mb/s. I even did a slow format to exfat in window 7 with no improvements. I copied over music, pic and movie to test it out ranging from a couple of mb to over a gb. The read speed were pretty good at around 21mb/s though. I popped in a 32gb class 10 transcend SD card and it consistently got 16-18mb/s write speed and 24mb/s read speeds. So in conclusion I think this card is not really a class 10. Too bad I read all the negative 1 star review after the fact but I will be sending this one back."
5.0,"Of late, Sandisk appears to have lost their way a little with their flash storage products. It's almost a universal truth that all of their USB flash drive are hopelessly slow; while they're usually reliable, transfer rate of 4MB/sec or le are worthless when filling a 32GB drive. Fortunately, their ""Ultra"" line of SD card still appears to buck this trend.Formatted a NTFS and used in anelago Mobile Nano II reader, I see write speed on a 64-bit Linux machine at a consistent 15-16MB/sec when copying large (1GB or larger) file to this card, which more than life up to it class 10 billing. Reads appear to run at about 19-20MB/sec.I can't comment on reliability a I've only had the card a few days, but everything I've copied so far for testing ha made it onto the card (and off again) with no corruption whatsoever; the MD5 checksum of every file I've transferred match the source. That's more than can be said for the Supertalent Pico USB drive that this SD card and reader are intended to replace, which ha never been quite right (it's always occasionally randomly corrupted file of larger than 100MB or so, and the probability of 1GB or greater file surviving wa near zero).32GB appears to be the sweet spot at the moment; smaller card don't cost that much less, and larger card are beyond the SDHC spec and into SDXC territory, which isn't yet universal in term of device compatibility (not to mention they cost far more than double for 64GB).For what I paid for this around Thanksgiving (not part of any explicit sale, but definitely a lower price than appears usual a far a camelcamelcamel is concerned) I'm extremely satisfied.Edit: I should also mention that the included mechanical full-size SD adaptor is one of the worst I've ever encountered. There's a lot of friction when the microSD card is inserted, and it's a right bugger to get it out of the adaptor again. Thankfully I have a few other such adaptor lying around should I ever need one; this one's going in the bin."
5.0,Works great in Canon 7d ( (microSD) to (SD adapter) to (SD to Compact flash adapter) for fast shooting and video. Also work great with GO Pro models. This card keep up with the data rate required by the digital medium device todayRecommend this for Canon 7D* (*adapters needed) and GoPro.
5.0,It's A good reliable product that I can always rely upon. I highly recommend it to anyone looking for a micro sd.
5.0,Works a it should. i use it with my GoPro HERO 3+ and I have not had any issues. Holds ton of footage. I have 4 of these and it is overkill but they were so cheap that why not. Better to have it and not need it than need it and not have it.
5.0,"Bought a Windows Surface with 8 Pro. It ha a 128GB SSD which is pretty good, but adding the card give me 64GB of storage and backup that is nearly a fast a the SSD."
5.0,"This thing is quick, no waiting for thing to load. The free app ha a good UI and is actually helpful unlike a lot of free apps."
5.0,"I bought two of these for my samsung Galaxy note 10.1. Just to be on the safe side...I put them in my note FIRST and formatted them, then took them out and put medium on them. I use the medium card reader with these and it work just fine on my computer and tablet."
5.0,"Works. There's nothing else to say so yes it works, and yes it works. It also works, so it is pretty good."
5.0,"I use this in my Android Phone, pretty much for MP3's to play in my truck. It certainly doesn't perform like a Class 10 card when writing the file to it but not for me, wasn't that important."
5.0,"Works according to the camera requirements. Reads fast, writ fast, it's a good card! I though about buying the 32 gb card, but I found that you can actually move the pic from the camera to your iphone/ipad, so you actually don't need more capacity."
5.0,"This SDHC is fast. Great for cameras, the picture take nothing to record and the next shot is quick and easy. I use it with Raspberry Pi, that need fast media. Works perfectly."
5.0,"This wa a gift for my boyfriend and he love it, he said it work perfectly. So i am happy with the result"
5.0,I used this card to replace the hard disk in my old laptop so I can use it to stream netflix. I installed linux Ubuntu on it. The card work great. It's very fast and is very reliable. I recommend it.
5.0,I use this to store music/video/pictures in my phone. Works well for that purpose. No hiccup or speed issues. Bueno.
5.0,"Transfers fast, look slick (as if anyone care about that), it uh.. transfer fast. And it works? Actual capacity is like 31.9 gb. Sorry if you desperately needed that last .1gb."
5.0,"I love the ultras cause it writes fast to the card with my samsung S3 with not much time in between pics. I also got one for my Fuji waterproof camera and it take a few second before I can take another photo but that is the limitation of the processor of the camera, not the card. Overall, I love it. My computer can read them fast and video are played back at real speed"
5.0,I mounted it in my tablet (Lenovo Thinkpad 2) and it ha been doing just fine and working well without any problems.
5.0,"What more can I say? The 64GB micro SD work for the Samsung Galaxy Note II! I simply popped in the card and there it wa with no formatting. ""59GB of space"" couldn't be more happier."
5.0,I used it with my Samsung S4 and it work great. I bring a lot of music and movie with me when I travel and it is great that I don't have to bring an entire hard drive or extra memory card that can be misplaced. Totally worth the money.
5.0,Does it's expected job. I use it in a dash cam video in my car and the quality is perfect.
5.0,"Could not be happier. It's fast, work great, and I didn't have to risk an appendage trying to get it out of retail packaging. I've been a fan of SanDisk for years, and this is why - solid product."
5.0,Great deal for a great product. Recommended for anyone needing to expand the memory of their portable devices. Comes with SD adapter for use in card readers.
4.0,This work with my Galaxy S4 and is fast enough to record 1080P video. I would purchase again I have always had good luck with SanDisk cards.
1.0,"Worked great in my galaxy s4 and died about 2 month later, what a waste of a lot of money!"
5.0,Good to have an extra one for the camera or tablet. Holds a lot of data.
5.0,I use it to extend Nook's memory. Not much to say. It work well enough so I can forget it exists.
4.0,Got this to expand the memory of my son's Go Pro camera. It doe the job for much le than the box store had it for.
5.0,Excellent price for the amount of storage and speed. I just washed this in the washing machine and wa preparing to buy another. After checking it for error it came up with none. Needless to say I don't have to buy another but did feel compelled to write a review. Cheers!
5.0,Price wa great on Amazon and now even better. Have the chip in my phone and it appears to work great.....fast and so far no error have been encountered.
5.0,"SanDisk make great product and this one's just another of them. I'm using it in a vehicle dash camera to record HD .mov format video and on my shakedown run the camera and the disc worked perfectly together! 32gb of space give me plenty of room to record, and the Class 10 rating mean the card is plenty fast enough to keep up and produce crisp and clear video. Color wa also good."
5.0,I'm not going to give you a detailed speed and what not but this SD card is fast compared to the other ones. You wouldn't really notice the difference in speed unless you're copying a huge file. I use this on my Note 2 and I take a butt load of picture with my phone.
5.0,I used it and it worked fine. i try to buy many of sandisk product more often but it a bit pricey
4.0,Excellent cards. I have this one in my ASUS Transformer and a 16 GB one in my camera. Both work flaulessly.
5.0,"I bought a similar one to this a little while back for a digital camera, I think I should've gotten this one instead. I believe it's faster (I think mine wa Class 4 for the same price). For the money I feel I have all the memory I'll ever need for my smart phone, same for my HD video camera."
5.0,I just love this because i just got a new smart phone and now i am ready to do some down loading.
5.0,"delivery wa on time, Works perfect with my Galaxy Note 2. great customer service. Thanks for the product.Able to store all my music and movie on my phone now."
4.0,"Alot of storage for a great price. Only one probkem: since I installed this card into my Samsung Galaxy Note 3, about once a month or so, when I turn the phone on in the morning it get stuck in some sort of &#34;boot loop&#34; and hang on the AT&T logo screen. My phone is stock, and I have altered the software in no way. Granted, I cannot be sure that the card is the cause of this problem, but if I remove it and then boot the phone, it work properly. I love SanDisk products, and I will definitely continue to buy them. Just a word of warning."
5.0,No problem at all using this in my Samsung Galaxy S III. Fit right in and started working. I would suggest this to anyone
5.0,I got it and tested it block by block. No issues. I tested the speed in various application and on my laptop in a good USB3.0 reader got no le than 4meg/sec and often a little over 10meg/sec. Speed will (of course) vary depending on all the hardware and what you are transferring.
5.0,"If, like me, you are still happily in the Stone Age with Windows XP, your computer will not be able to use this card unless you install Windows Update KB955704. This update is available from Microsoft.com.Thanks to dOGG94, who pointed this out in Customer Questions and Answers on August 6, 2013. I installed this update and am now able to load GoPro's picture onto my computer. dOGG94's answer to the customer question provides the link to the update. Amazon did not allow me to post the link here. I don't know why. Just go to the Microsoft.com update site and look for KB955704. Or go to the indicated question for the link.The product description should have provided this information."
5.0,"I have had cheaper SD Cards in the past, but they almost always wound up letting me down. I made up my mind some time ago that I would stick with SanDisk and have been completely satisfied with all my card from them ever since. This card sits in my wife's phone and is used to store all her music and pictures. It ha been in & out close to a dozen time (because I like to fiddle with stuff) and a proven very durable.In case anyone want to know, &#34;Class 10&#34; is the only way to go with these card (until they come out with something faster), the read/write speed is well worth the few extra buck for my needs.I also have a &#34;Class 10&#34; 64 GB in my Galaxy SIII and it's a good or better. I even got it wet (I mean soaked) and it is still working like a charm.I will definitely recommend this to anyone, and will be sticking with SanDisk for all my other devices."
5.0,"It's hard to argue the quality of SanDisk products, and this one is no exception, providing both a high capacity micro SD card and an adapter to allow it to be used in the larger SD form factor, particularly nice for those of u who have a need for both."
4.0,"My wife and I just upgraded our phone to Note 3 and wanted more space. We had the phone for 4 day now and Micro SD card work fine. However, I feel transfer rate is slow when transfering movie from my desktop to SD card. 1.2GB movie will take about 12-16 minutes. I have pretty high end gaming PC. Intel I7 980X CPU, 12GB Memory, 7870 ATI Graphic card, 120GB SSD card, 3TB hard drive for storage, 1200W 80Plus Gold PUS, ASUS Sabortooth motherboard,etc. When transfering movie or file to my WD 2.5 inch external hard drive will take 1-2 minutes. Still satisfied, since I have more than 90GB of storage on my phone."
5.0,"Purchased this to drop into my Galaxy Note II. Exactly what I wanted.Loaded up the entirety of the card in about 18 minutes, which is not super fast, but very good considering the card wa in the phone instead of in the computer using the include adapter.I purchased this product with the worry-free packaging and wa for the first time not frustrated with SanDisk.The Super Saver Shipping really sold the deal to me.The price now is on par with most retailers, but I got two Duds from BestBuy and wa good to go with the first one from Amazon, doesn't really say much about the product, but give you a bit of peace of mind when purchasing from this vendor."
5.0,"I got this not for the space but the speed. Class 4 is ok, but class 10 is where it at. Copying files, scanning the card, cleaning caches, writing files, this thing grind threw it all like nothing. Before it would take 2 minute upon boot of my phone for my old class 4 32GB micro sd card would be done scanning. With this it 7 seconds."
